order_item_id,order_id,product_id,quantity,price_per_unit
19868,19868,4,1,249.99
19602,19602,8,1,4999.99
4402,4402,154,1,99.99
20032,20032,8,1,4999.99
19997,19997,1,1,199.99
19548,19548,9,1,449.99
19906,19906,9,1,449.99
19303,19303,22,1,1299.99
18092,18092,24,1,1999.99
18363,18363,12,1,599.99
19653,19653,5,1,249.99
19521,19521,6,1,1299.99
19996,19996,4,1,249.99
19994,19994,1,1,199.99
19546,19546,3,1,249.99
19867,19867,5,1,249.99
19936,19936,3,1,249.99
19672,19672,9,1,449.99
19958,19958,6,1,1299.99
20019,20019,4,1,249.99
19900,19900,7,1,1799.99
19538,19538,10,1,329.99
19607,19607,8,1,4999.99
19547,19547,5,1,249.99
19865,19865,6,1,1299.99
19596,19596,1,1,199.99
19606,19606,9,1,449.99
20060,20060,6,1,1299.99
19569,19569,1,1,199.99
20103,20103,6,1,1299.99
19819,19819,5,1,249.99
19950,19950,9,1,449.99
19910,19910,5,1,249.99
19087,19087,21,1,999.99
19579,19579,4,1,249.99
20077,20077,1,1,199.99
19970,19970,1,1,199.99
19902,19902,3,1,249.99
19637,19637,4,1,249.99
19892,19892,9,1,449.99
18504,18504,35,1,279.99
19280,19280,8,1,4999.99
19531,19531,1,1,199.99
19904,19904,6,1,1299.99
20031,20031,8,1,4999.99
19810,19810,9,1,449.99
19662,19662,8,1,4999.99
20001,20001,8,1,4999.99
19578,19578,1,1,199.99
19885,19885,6,1,1299.99
19346,19346,38,1,799.99
19660,19660,1,1,199.99
1078,1078,138,1,69.99
19423,19423,8,1,4999.99
20050,20050,2,1,549.99
19716,19716,2,1,549.99
19644,19644,2,1,549.99
20080,20080,7,1,1799.99
20052,20052,10,1,329.99
20064,20064,7,1,1799.99
18469,18469,16,1,699.99
18114,18114,9,1,449.99
18600,18600,18,1,799.99
18776,18776,39,1,1199.99
18331,18331,6,1,1299.99
18180,18180,38,1,799.99
18844,18844,43,1,2099.99
18200,18200,8,1,4999.99
18967,18967,23,1,1299.99
19192,19192,31,1,179.99
18587,18587,43,1,2099.99
18099,18099,15,1,1099.99
18578,18578,31,1,179.99
3105,3105,139,1,199.99
3380,3380,214,1,2299.99
18454,18454,36,1,399.99
19184,19184,5,1,249.99
18873,18873,12,1,599.99
18153,18153,33,1,149.99
18412,18412,32,1,179.99
2769,2769,224,1,1299.99
787,787,216,1,3299.99
6383,6383,218,1,799.99
2396,2396,196,1,329.99
928,928,73,1,999.99
4886,4886,73,1,999.99
11759,11759,364,1,54.99
293,293,169,1,69.99
4786,4786,111,1,1399.99
4399,4399,212,1,1399.99
11752,11752,383,1,22.99
6077,6077,24,1,1999.99
1097,1097,71,1,1499.99
5296,5296,172,1,1799.99
3075,3075,239,1,699.99
5172,5172,30,1,129.99
1217,1217,12,1,599.99
736,736,137,1,169.99
11241,11241,588,1,24.99
844,844,239,1,699.99
4513,4513,80,1,1299.99
6723,6723,67,1,279.99
5635,5635,42,1,719.99
4964,4964,63,1,499.99
4208,4208,223,1,99.99
9350,9350,394,1,39.99
11984,11984,490,1,12.99
8735,8735,37,1,399.99
8993,8993,532,1,22.99
9830,9830,339,1,39.99
19601,19601,5,1,249.99
19627,19627,9,1,449.99
19809,19809,3,1,249.99
19815,19815,6,1,1299.99
19052,19052,38,1,799.99
19674,19674,10,1,329.99
20084,20084,1,1,199.99
19673,19673,6,1,1299.99
19964,19964,2,1,549.99
19802,19802,3,1,249.99
19930,19930,2,1,549.99
20022,20022,2,1,549.99
19702,19702,5,1,249.99
19786,19786,8,1,4999.99
19396,19396,15,1,1099.99
20024,20024,2,1,549.99
20028,20028,7,1,1799.99
19935,19935,8,1,4999.99
19731,19731,3,1,249.99
19798,19798,6,1,1299.99
19551,19551,4,1,249.99
19628,19628,10,1,329.99
19818,19818,4,1,249.99
19629,19629,9,1,449.99
19688,19688,6,1,1299.99
19710,19710,10,1,329.99
6496,6496,29,1,79.99
19940,19940,5,1,249.99
20042,20042,6,1,1299.99
19632,19632,8,1,4999.99
18985,18985,44,1,599.99
20097,20097,1,1,199.99
20090,20090,8,1,4999.99
19847,19847,7,1,1799.99
19986,19986,6,1,1299.99
20027,20027,9,1,449.99
6850,6850,29,1,79.99
18343,18343,40,1,2499.99
19901,19901,4,1,249.99
19583,19583,10,1,329.99
20038,20038,7,1,1799.99
19556,19556,3,1,249.99
19406,19406,25,1,2499.99
19774,19774,9,1,449.99
19584,19584,4,1,249.99
19961,19961,2,1,549.99
19516,19516,4,1,249.99
19570,19570,9,1,449.99
20081,20081,6,1,1299.99
19634,19634,3,1,249.99
18622,18622,21,1,999.99
19306,19306,34,1,279.99
18659,18659,35,1,279.99
19790,19790,10,1,329.99
19816,19816,7,1,1799.99
19525,19525,5,1,249.99
19945,19945,5,1,249.99
19533,19533,3,1,249.99
19796,19796,5,1,249.99
19948,19948,7,1,1799.99
19590,19590,10,1,329.99
19692,19692,9,1,449.99
19609,19609,7,1,1799.99
19830,19830,6,1,1299.99
19844,19844,8,1,4999.99
19854,19854,10,1,329.99
19789,19789,8,1,4999.99
20051,20051,1,1,199.99
19529,19529,1,1,199.99
19907,19907,8,1,4999.99
19106,19106,2,1,549.99
20023,20023,3,1,249.99
19593,19593,1,1,199.99
19564,19564,2,1,549.99
19862,19862,8,1,4999.99
19990,19990,5,1,249.99
19843,19843,1,1,199.99
20093,20093,3,1,249.99
19734,19734,4,1,249.99
19980,19980,8,1,4999.99
19664,19664,2,1,549.99
19912,19912,8,1,4999.99
19708,19708,4,1,249.99
4339,4339,46,1,1699.99
18929,18929,20,1,999.99
18093,18093,1,1,199.99
18184,18184,27,1,149.99
18307,18307,42,1,719.99
18921,18921,36,1,399.99
19148,19148,41,1,899.99
19381,19381,27,1,149.99
19369,19369,24,1,1999.99
18357,18357,30,1,129.99
18302,18302,39,1,1199.99
18388,18388,24,1,1999.99
1342,1342,22,1,1299.99
18678,18678,33,1,149.99
18323,18323,11,1,649.99
19316,19316,26,1,2499.99
18768,18768,44,1,599.99
19167,19167,20,1,999.99
11112,11112,265,1,1299.99
19191,19191,45,1,1499.99
19205,19205,15,1,1099.99
18836,18836,12,1,599.99
2044,2044,141,1,229.99
19410,19410,26,1,2499.99
18651,18651,39,1,1199.99
5938,5938,57,1,699.99
18409,18409,35,1,279.99
19299,19299,15,1,1099.99
19506,19506,8,1,4999.99
18309,18309,26,1,2499.99
18283,18283,6,1,1299.99
19394,19394,39,1,1199.99
18387,18387,37,1,399.99
18609,18609,20,1,999.99
19421,19421,25,1,2499.99
19479,19479,32,1,179.99
19305,19305,10,1,329.99
18579,18579,11,1,649.99
4240,4240,220,1,149.99
4061,4061,81,1,299.99
1515,1515,43,1,2099.99
2524,2524,228,1,199.99
903,903,57,1,699.99
7667,7667,486,1,18.99
4598,4598,129,1,179.99
5732,5732,145,1,189.99
4421,4421,128,1,399.99
2473,2473,223,1,99.99
2490,2490,18,1,799.99
7237,7237,582,1,9.99
6823,6823,143,1,119.99
6500,6500,239,1,699.99
4069,4069,92,1,349.99
188,188,50,1,999.99
5179,5179,43,1,2099.99
2833,2833,63,1,499.99
4195,4195,237,1,1399.99
5140,5140,149,1,229.99
12072,12072,68,1,1299.99
11934,11934,5,1,249.99
8471,8471,167,1,99.99
9233,9233,552,1,89.99
19769,19769,10,1,329.99
20040,20040,9,1,449.99
19614,19614,6,1,1299.99
20015,20015,7,1,1799.99
19749,19749,5,1,249.99
19765,19765,3,1,249.99
19913,19913,2,1,549.99
19566,19566,8,1,4999.99
18100,18100,33,1,149.99
19962,19962,7,1,1799.99
19879,19879,7,1,1799.99
19635,19635,4,1,249.99
19873,19873,1,1,199.99
19941,19941,4,1,249.99
19993,19993,6,1,1299.99
19703,19703,4,1,249.99
5475,5475,34,1,279.99
18481,18481,17,1,699.99
18300,18300,30,1,129.99
19560,19560,3,1,249.99
19869,19869,8,1,4999.99
19527,19527,10,1,329.99
19757,19757,6,1,1299.99
20054,20054,8,1,4999.99
19604,19604,3,1,249.99
19965,19965,6,1,1299.99
19855,19855,10,1,329.99
19537,19537,5,1,249.99
19985,19985,2,1,549.99
19953,19953,6,1,1299.99
18639,18639,37,1,399.99
19797,19797,7,1,1799.99
19932,19932,2,1,549.99
20095,20095,8,1,4999.99
20087,20087,9,1,449.99
19838,19838,4,1,249.99
19699,19699,3,1,249.99
19704,19704,8,1,4999.99
19739,19739,5,1,249.99
19781,19781,4,1,249.99
19807,19807,7,1,1799.99
19820,19820,10,1,329.99
19878,19878,8,1,4999.99
20092,20092,6,1,1299.99
19646,19646,8,1,4999.99
19884,19884,3,1,249.99
19751,19751,8,1,4999.99
19897,19897,7,1,1799.99
19655,19655,6,1,1299.99
20017,20017,4,1,249.99
19482,19482,6,1,1299.99
19636,19636,6,1,1299.99
19550,19550,10,1,329.99
19592,19592,10,1,329.99
19780,19780,9,1,449.99
19989,19989,6,1,1299.99
18166,18166,19,1,999.99
19826,19826,3,1,249.99
19245,19245,11,1,649.99
19821,19821,7,1,1799.99
19532,19532,3,1,249.99
20002,20002,3,1,249.99
5318,5318,51,1,2099.99
19899,19899,5,1,249.99
19571,19571,4,1,249.99
19905,19905,1,1,199.99
19966,19966,6,1,1299.99
19534,19534,8,1,4999.99
20008,20008,1,1,199.99
19670,19670,5,1,249.99
19917,19917,3,1,249.99
19922,19922,2,1,549.99
18807,18807,26,1,2499.99
19881,19881,5,1,249.99
19588,19588,5,1,249.99
18534,18534,33,1,149.99
19379,19379,17,1,699.99
18890,18890,28,1,149.99
18765,18765,35,1,279.99
18645,18645,45,1,1499.99
18980,18980,21,1,999.99
18221,18221,32,1,179.99
18682,18682,22,1,1299.99
18094,18094,26,1,2499.99
19058,19058,3,1,249.99
19268,19268,9,1,449.99
2887,2887,190,1,279.99
18304,18304,44,1,599.99
18205,18205,45,1,1499.99
18274,18274,21,1,999.99
18402,18402,5,1,249.99
19269,19269,10,1,329.99
18681,18681,8,1,4999.99
18620,18620,41,1,899.99
504,504,73,1,999.99
18661,18661,28,1,149.99
19172,19172,44,1,599.99
19077,19077,11,1,649.99
18161,18161,25,1,2499.99
3289,3289,247,1,249.99
19271,19271,40,1,2499.99
18936,18936,10,1,329.99
18206,18206,41,1,899.99
18202,18202,34,1,279.99
19326,19326,16,1,699.99
18643,18643,12,1,599.99
18975,18975,37,1,399.99
19475,19475,36,1,399.99
18943,18943,6,1,1299.99
19347,19347,2,1,549.99
19068,19068,14,1,999.99
19034,19034,19,1,999.99
1243,1243,46,1,1699.99
486,486,249,1,1399.99
2556,2556,241,1,149.99
4983,4983,180,1,379.99
3734,3734,164,1,499.99
1634,1634,111,1,1399.99
5322,5322,59,1,1199.99
5903,5903,32,1,179.99
150,150,5,1,249.99
4956,4956,129,1,179.99
5370,5370,88,1,349.99
1777,1777,33,1,149.99
290,290,80,1,1299.99
8227,8227,138,1,69.99
6801,6801,127,1,1099.99
697,697,237,1,1399.99
6605,6605,39,1,1199.99
6066,6066,77,1,499.99
5958,5958,214,1,2299.99
4095,4095,37,1,399.99
867,867,182,1,1499.99
6232,6232,98,1,2299.99
6551,6551,144,1,299.99
4602,4602,120,1,79.99
922,922,102,1,299.99
3427,3427,94,1,149.99
4913,4913,202,1,249.99
4363,4363,132,1,1199.99
6942,6942,30,1,129.99
9460,9460,404,1,39.99
11443,11443,367,1,39.99
8730,8730,242,1,2699.99
12139,12139,198,1,129.99
10126,10126,449,1,39.99
9846,9846,3,1,249.99
10477,10477,529,1,9.99
8387,8387,439,1,29.99
8033,8033,573,1,89.99
19947,19947,2,1,549.99
19991,19991,5,1,249.99
19759,19759,9,1,449.99
20083,20083,3,1,249.99
19763,19763,7,1,1799.99
20073,20073,4,1,249.99
20043,20043,7,1,1799.99
20053,20053,1,1,199.99
20098,20098,8,1,4999.99
19724,19724,1,1,199.99
19726,19726,1,1,199.99
19851,19851,6,1,1299.99
19526,19526,2,1,549.99
18530,18530,7,1,1799.99
19701,19701,10,1,329.99
19568,19568,8,1,4999.99
19890,19890,8,1,4999.99
19613,19613,5,1,249.99
19522,19522,10,1,329.99
19598,19598,5,1,249.99
19863,19863,8,1,4999.99
19736,19736,7,1,1799.99
20039,20039,6,1,1299.99
19841,19841,9,1,449.99
20091,20091,5,1,249.99
19770,19770,10,1,329.99
20007,20007,9,1,449.99
19839,19839,2,1,549.99
19918,19918,4,1,249.99
20086,20086,7,1,1799.99
19616,19616,3,1,249.99
19829,19829,10,1,329.99
20065,20065,4,1,249.99
19748,19748,3,1,249.99
20029,20029,10,1,329.99
20048,20048,6,1,1299.99
20076,20076,9,1,449.99
19883,19883,6,1,1299.99
19743,19743,5,1,249.99
19828,19828,6,1,1299.99
19754,19754,10,1,329.99
19831,19831,9,1,449.99
19931,19931,9,1,449.99
19591,19591,3,1,249.99
19824,19824,3,1,249.99
19530,19530,6,1,1299.99
19944,19944,4,1,249.99
19857,19857,6,1,1299.99
19864,19864,8,1,4999.99
19893,19893,5,1,249.99
19943,19943,8,1,4999.99
18877,18877,39,1,1199.99
18603,18603,45,1,1499.99
18684,18684,11,1,649.99
18812,18812,14,1,999.99
19091,19091,41,1,899.99
19211,19211,4,1,249.99
1822,1822,46,1,1699.99
18803,18803,25,1,2499.99
18270,18270,42,1,719.99
19371,19371,1,1,199.99
19225,19225,36,1,399.99
19473,19473,40,1,2499.99
19488,19488,32,1,179.99
18699,18699,11,1,649.99
18834,18834,42,1,719.99
18138,18138,11,1,649.99
18319,18319,7,1,1799.99
18939,18939,35,1,279.99
19415,19415,42,1,719.99
18131,18131,12,1,599.99
18704,18704,36,1,399.99
18733,18733,42,1,719.99
1307,1307,52,1,1799.99
2507,2507,30,1,129.99
626,626,38,1,799.99
1069,1069,62,1,399.99
6124,6124,45,1,1499.99
800,800,168,1,299.99
11799,11799,404,1,39.99
6211,6211,247,1,249.99
1719,1719,247,1,249.99
679,679,211,1,69.99
5099,5099,181,1,799.99
5812,5812,86,1,329.99
9743,9743,240,1,249.99
1988,1988,28,1,149.99
2714,2714,139,1,199.99
6239,6239,39,1,1199.99
2662,2662,176,1,949.99
4458,4458,166,1,1299.99
1740,1740,83,1,699.99
5577,5577,164,1,499.99
9010,9010,241,1,149.99
8832,8832,369,1,59.99
10910,10910,238,1,129.99
8744,8744,521,1,14.99
9431,9431,41,1,899.99
8049,8049,211,1,69.99
18916,18916,36,1,399.99
19778,19778,6,1,1299.99
19541,19541,6,1,1299.99
19470,19470,40,1,2499.99
20089,20089,5,1,249.99
19767,19767,10,1,329.99
19891,19891,6,1,1299.99
19845,19845,6,1,1299.99
19752,19752,8,1,4999.99
20100,20100,8,1,4999.99
18878,18878,3,1,249.99
19631,19631,5,1,249.99
19659,19659,7,1,1799.99
19562,19562,6,1,1299.99
19882,19882,1,1,199.99
1402,1402,90,1,3899.99
18328,18328,39,1,1199.99
20094,20094,6,1,1299.99
19866,19866,9,1,449.99
19817,19817,7,1,1799.99
19785,19785,2,1,549.99
20078,20078,8,1,4999.99
6105,6105,209,1,149.99
1752,1752,104,1,1399.99
19650,19650,2,1,549.99
19615,19615,1,1,199.99
20000,20000,5,1,249.99
19640,19640,4,1,249.99
19718,19718,10,1,329.99
19928,19928,2,1,549.99
19773,19773,9,1,449.99
20088,20088,3,1,249.99
19806,19806,8,1,4999.99
19920,19920,5,1,249.99
19921,19921,2,1,549.99
19597,19597,5,1,249.99
926,926,11,1,649.99
19987,19987,10,1,329.99
19735,19735,10,1,329.99
19801,19801,2,1,549.99
19933,19933,10,1,329.99
19625,19625,1,1,199.99
20012,20012,7,1,1799.99
18423,18423,38,1,799.99
19572,19572,8,1,4999.99
19982,19982,9,1,449.99
20014,20014,9,1,449.99
19846,19846,2,1,549.99
19858,19858,7,1,1799.99
19988,19988,1,1,199.99
20055,20055,4,1,249.99
19972,19972,5,1,249.99
18371,18371,36,1,399.99
18946,18946,29,1,79.99
19500,19500,17,1,699.99
19319,19319,9,1,449.99
6588,6588,80,1,1299.99
18435,18435,39,1,1199.99
1424,1424,242,1,2699.99
18670,18670,43,1,2099.99
19266,19266,26,1,2499.99
18576,18576,31,1,179.99
18983,18983,16,1,699.99
5362,5362,72,1,169.99
18102,18102,13,1,799.99
19453,19453,21,1,999.99
18744,18744,13,1,799.99
18837,18837,3,1,249.99
18859,18859,34,1,279.99
18956,18956,40,1,2499.99
19338,19338,24,1,1999.99
19328,19328,41,1,899.99
19335,19335,14,1,999.99
18223,18223,2,1,549.99
19009,19009,42,1,719.99
19081,19081,23,1,1299.99
18953,18953,45,1,1499.99
19355,19355,13,1,799.99
6451,6451,47,1,999.99
18462,18462,22,1,1299.99
18759,18759,18,1,799.99
18426,18426,17,1,699.99
3238,3238,206,1,449.99
3778,3778,48,1,1999.99
4079,4079,18,1,799.99
2799,2799,119,1,249.99
10558,10558,119,1,249.99
194,194,46,1,1699.99
3539,3539,103,1,1999.99
4215,4215,240,1,249.99
2291,2291,132,1,1199.99
6625,6625,154,1,99.99
756,756,158,1,179.99
7397,7397,612,1,79.99
1173,1173,41,1,899.99
294,294,121,1,199.99
5209,5209,104,1,1399.99
950,950,55,1,649.99
3402,3402,19,1,999.99
2471,2471,30,1,129.99
5271,5271,228,1,199.99
620,620,203,1,79.99
12175,12175,436,1,19.99
6193,6193,45,1,1499.99
349,349,127,1,1099.99
6499,6499,175,1,149.99
3903,3903,193,1,2499.99
9246,9246,202,1,249.99
7472,7472,217,1,229.99
10116,10116,11,1,649.99
9782,9782,226,1,399.99
8525,8525,118,1,79.99
18858,18858,4,1,249.99
18817,18817,24,1,1999.99
19431,19431,44,1,599.99
19871,19871,6,1,1299.99
19916,19916,9,1,449.99
19577,19577,7,1,1799.99
19677,19677,2,1,549.99
19619,19619,10,1,329.99
19954,19954,9,1,449.99
19957,19957,4,1,249.99
19698,19698,6,1,1299.99
19442,19442,41,1,899.99
18786,18786,32,1,179.99
19775,19775,9,1,449.99
19691,19691,10,1,329.99
19886,19886,4,1,249.99
19559,19559,3,1,249.99
19898,19898,4,1,249.99
19586,19586,8,1,4999.99
19675,19675,9,1,449.99
19744,19744,10,1,329.99
19612,19612,5,1,249.99
19638,19638,3,1,249.99
19680,19680,4,1,249.99
19939,19939,3,1,249.99
19574,19574,9,1,449.99
19779,19779,2,1,549.99
20003,20003,4,1,249.99
19329,19329,13,1,799.99
19690,19690,10,1,329.99
20071,20071,8,1,4999.99
19833,19833,2,1,549.99
18518,18518,19,1,999.99
19849,19849,5,1,249.99
19665,19665,4,1,249.99
19745,19745,4,1,249.99
20009,20009,7,1,1799.99
19995,19995,2,1,549.99
19971,19971,10,1,329.99
19695,19695,5,1,249.99
19581,19581,7,1,1799.99
19540,19540,1,1,199.99
19870,19870,1,1,199.99
18450,18450,22,1,1299.99
19683,19683,6,1,1299.99
19732,19732,6,1,1299.99
20021,20021,7,1,1799.99
19714,19714,8,1,4999.99
20041,20041,4,1,249.99
19621,19621,6,1,1299.99
19717,19717,4,1,249.99
20102,20102,4,1,249.99
19657,19657,8,1,4999.99
20030,20030,4,1,249.99
19772,19772,10,1,329.99
19756,19756,2,1,549.99
19812,19812,10,1,329.99
19960,19960,3,1,249.99
20046,20046,7,1,1799.99
19603,19603,6,1,1299.99
19617,19617,2,1,549.99
19649,19649,1,1,199.99
19709,19709,10,1,329.99
20096,20096,4,1,249.99
19999,19999,9,1,449.99
19805,19805,4,1,249.99
20025,20025,6,1,1299.99
2741,2741,33,1,149.99
6831,6831,203,1,79.99
18792,18792,42,1,719.99
19861,19861,2,1,549.99
19595,19595,7,1,1799.99
19771,19771,9,1,449.99
18669,18669,14,1,999.99
20099,20099,4,1,249.99
19536,19536,8,1,4999.99
19567,19567,8,1,4999.99
19915,19915,8,1,4999.99
19300,19300,25,1,2499.99
570,570,169,1,69.99
18656,18656,28,1,149.99
18234,18234,40,1,2499.99
18978,18978,35,1,279.99
8642,8642,514,1,19.99
19331,19331,6,1,1299.99
18478,18478,8,1,4999.99
18821,18821,31,1,179.99
18751,18751,26,1,2499.99
19168,19168,17,1,699.99
19054,19054,25,1,2499.99
2319,2319,145,1,189.99
18359,18359,17,1,699.99
19407,19407,13,1,799.99
18526,18526,35,1,279.99
18273,18273,29,1,79.99
19022,19022,5,1,249.99
89,89,46,1,1699.99
18775,18775,42,1,719.99
18225,18225,44,1,599.99
18627,18627,31,1,179.99
18290,18290,21,1,999.99
19308,19308,9,1,449.99
18448,18448,10,1,329.99
19391,19391,35,1,279.99
18115,18115,45,1,1499.99
18154,18154,38,1,799.99
19096,19096,11,1,649.99
5117,5117,188,1,299.99
4487,4487,16,1,699.99
11868,11868,154,1,99.99
10816,10816,269,1,1099.99
892,892,5,1,249.99
10778,10778,452,1,199.99
6169,6169,90,1,3899.99
3933,3933,54,1,1299.99
2690,2690,201,1,69.99
2467,2467,232,1,249.99
5216,5216,3,1,249.99
5127,5127,75,1,399.99
7022,7022,228,1,199.99
1088,1088,122,1,299.99
1916,1916,158,1,179.99
1569,1569,219,1,1299.99
341,341,23,1,1299.99
4117,4117,94,1,149.99
5158,5158,147,1,1299.99
1982,1982,229,1,299.99
4134,4134,213,1,99.99
6380,6380,186,1,299.99
4708,4708,247,1,249.99
2176,2176,80,1,1299.99
5126,5126,190,1,279.99
6646,6646,239,1,699.99
5092,5092,139,1,199.99
6666,6666,120,1,79.99
9797,9797,446,1,49.99
7607,7607,632,1,49.99
11787,11787,16,1,699.99
9220,9220,347,1,24.99
9829,9829,80,1,1299.99
9060,9060,114,1,499.99
7005,7005,79,1,999.99
19822,19822,2,1,549.99
20047,20047,4,1,249.99
20058,20058,5,1,249.99
20016,20016,9,1,449.99
19777,19777,8,1,4999.99
20045,20045,5,1,249.99
19808,19808,10,1,329.99
18814,18814,12,1,599.99
19719,19719,9,1,449.99
19553,19553,10,1,329.99
19671,19671,3,1,249.99
19840,19840,7,1,1799.99
19555,19555,4,1,249.99
19827,19827,10,1,329.99
19576,19576,10,1,329.99
19565,19565,5,1,249.99
19639,19639,2,1,549.99
19712,19712,10,1,329.99
19733,19733,7,1,1799.99
19814,19814,8,1,4999.99
19860,19860,2,1,549.99
19535,19535,6,1,1299.99
19919,19919,7,1,1799.99
20020,20020,3,1,249.99
19575,19575,9,1,449.99
19587,19587,9,1,449.99
19782,19782,7,1,1799.99
19750,19750,9,1,449.99
19679,19679,1,1,199.99
19163,19163,2,1,549.99
19497,19497,20,1,999.99
19981,19981,9,1,449.99
19762,19762,7,1,1799.99
20059,20059,8,1,4999.99
19926,19926,6,1,1299.99
19747,19747,2,1,549.99
19872,19872,5,1,249.99
18748,18748,20,1,999.99
18134,18134,23,1,1299.99
19924,19924,1,1,199.99
19934,19934,8,1,4999.99
19668,19668,9,1,449.99
19620,19620,4,1,249.99
19758,19758,6,1,1299.99
19656,19656,7,1,1799.99
19720,19720,10,1,329.99
19955,19955,8,1,4999.99
19353,19353,24,1,1999.99
19721,19721,5,1,249.99
19973,19973,7,1,1799.99
19539,19539,5,1,249.99
19975,19975,9,1,449.99
19626,19626,10,1,329.99
19727,19727,5,1,249.99
19835,19835,3,1,249.99
19956,19956,8,1,4999.99
19580,19580,3,1,249.99
19859,19859,7,1,1799.99
20085,20085,2,1,549.99
19652,19652,8,1,4999.99
19648,19648,2,1,549.99
20018,20018,1,1,199.99
19605,19605,9,1,449.99
19554,19554,1,1,199.99
19792,19792,8,1,4999.99
19741,19741,7,1,1799.99
20066,20066,5,1,249.99
18630,18630,34,1,279.99
462,462,206,1,449.99
18289,18289,3,1,249.99
18687,18687,14,1,999.99
19439,19439,30,1,129.99
7173,7173,415,1,59.99
18122,18122,12,1,599.99
18269,18269,44,1,599.99
18997,18997,2,1,549.99
5816,5816,40,1,2499.99
19183,19183,35,1,279.99
18641,18641,21,1,999.99
19428,19428,36,1,399.99
6620,6620,160,1,199.99
19158,19158,15,1,1099.99
212,212,217,1,229.99
